name,description,link,created_time,available_albums,tags,albums,available_album_name,available_album_description,album_name,album_description,uri,url_source
MOFGS14_SmartCity,,https://vimeo.com/276044194/78808a4f97,2018-06-20T14:16:34+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/276044194,https://player.vimeo.com/progressive_redirect/download/276044194/container/db080d6a-751d-4ded-80b5-98d25643ba0c/fddd8289/mofgs14_smartcity%20%28Original%29.mp4?expires=1703198392&loc=external&oauth2_token_id=1753668412&signature=652869f21b7e01ab0e10596734c55671da309867280d5b62b2cf8fb46d0f296f,https://drive.google.com/file/d/12Kiu3SxyG4ES2bL-JgBdqygxgUx4REHk/view?usp=drive_link
Sandrobots-2107,,https://vimeo.com/275596937,2018-06-18T09:53:32+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/275596937,https://player.vimeo.com/progressive_redirect/download/275596937/container/f52f4153-ae05-4331-82c9-fe3e1c5f131b/5b6bafbe/sandrobots-2107%20%28Original%29.mov?expires=1703198448&loc=external&oauth2_token_id=1753668412&signature=3d294714b9ee2a567abfb93636417a32b2616fa61e0708cee0973b6962f6f1fd,https://drive.google.com/file/d/1mNG0ZLIf3klJOahNAJA8tJZpN2hzjtjw/view?usp=drive_link
Labtag-1033,,https://vimeo.com/275596739,2018-06-18T09:52:31+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/275596739,https://player.vimeo.com/progressive_redirect/download/275596739/container/6c4571eb-7c7b-4404-ada4-be7ef4155542/c6ba5037/labtag-1033%20%28Original%29.mov?expires=1703198533&loc=external&oauth2_token_id=1753668412&signature=32df92b86b4aa975cd4b9485d28aa84a3f2b4d59ba3715c41445a34ed3758e34,https://drive.google.com/file/d/1L-WyymrpZcW8DOp3Hnw06h3wruo_AniQ/view?usp=drive_link
Sketchbots_Prototyping_Tellart_F-2962,,https://vimeo.com/275596618,2018-06-18T09:51:54+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/275596618,https://player.vimeo.com/progressive_redirect/download/275596618/container/52e1562a-6143-45bb-a923-0e5d42bf2999/0c072a71/sketchbots_prototyping_tellart_f-2962%20%28Original%29.mov?expires=1703198601&loc=external&oauth2_token_id=1753668412&signature=586882a4c5ddfdb275dbc928dd903e8d171ca4cc00ed67096de5fa93a93f7c25,https://drive.google.com/file/d/1EQkt7meeLIBkLMqqCzNT7mhpW9jIYPAG/view?usp=drive_link
WGS17_VID03_Desalination,,https://vimeo.com/275596494,2018-06-18T09:51:19+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/275596494,https://player.vimeo.com/progressive_redirect/download/275596494/container/6aabfed4-f6b1-4aba-849b-16e5200b7753/aaa1460a/wgs17_vid03_desalination%20%28Original%29.mp4?expires=1703198669&loc=external&oauth2_token_id=1753668412&signature=9413d09b937b98ea2b10b81aa8ecea0a14be4759dd4c3b653aae32121ea6430f,https://drive.google.com/file/d/1xafzvHLCvGjfdQJgGIsneKHRvQTSmOLR/view?usp=drive_link
WGS17_VID03_Desalination,,https://vimeo.com/271161045,2018-05-21T20:40:55+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/271161045,https://player.vimeo.com/progressive_redirect/download/271161045/container/2d7a02ba-6d35-4164-aea0-de77e5462595/b0599f95/wgs17_vid03_desalination%20%28Original%29.mp4?expires=1703198735&loc=external&oauth2_token_id=1753668412&signature=33badf4690d91410ba10a758bc37a60652e2429f055749abd587e8b3caeb0006,https://drive.google.com/file/d/1YfiY3YwcIAEVVaZF5O3TG3fCyCteWdaL/view?usp=drive_link
visualiser-2152,,https://vimeo.com/271160862,2018-05-21T20:39:48+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/271160862,https://player.vimeo.com/progressive_redirect/download/271160862/container/cebf2ba6-d4a5-4a12-aa53-d1db07761a6a/f35ed551/visualiser-2152%20%28Original%29.mov?expires=1703198805&loc=external&oauth2_token_id=1753668412&signature=a1ce27a7f1434c58d6fce483d5d5d6dd4dc06dbd82bf394daf5fa63c19d826b9,https://drive.google.com/file/d/1_AAu8pqhqHsJahDUY284r0WM0exknkpr/view?usp=drive_link
Sandrobots-2107,,https://vimeo.com/271160557,2018-05-21T20:37:48+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/271160557,https://player.vimeo.com/progressive_redirect/download/271160557/container/af92eb96-9cdb-4053-a34c-6982a1415a1a/f6bb3de4/sandrobots-2107%20%28Original%29.mov?expires=1703198880&loc=external&oauth2_token_id=1753668412&signature=ca8697fb33d31f0b669db486fc35cff4ec4f4cad04db9459d6640952382d56a7,https://drive.google.com/file/d/1MwIDfUyPYvV00yEOZ5uzfenchEfRa_XK/view?usp=drive_link
Arctic Preservation Visitor Center - Pitch Video [SHORT],,https://vimeo.com/269648773,2018-05-14T14:26:13+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/269648773,https://player.vimeo.com/progressive_redirect/download/269648773/container/b103e764-ccc3-4731-9e56-3f7791d01173/5d96aa4a/arctic_preservation_visitor_center_-_pitch_video_%5Bshort%5D%20%28Original%29.mp4?expires=1703198968&loc=external&oauth2_token_id=1753668412&signature=e3cb13889b975dd3cdaa785911b094ab420cd3a1a755f496c5738222f6c1fb03,https://drive.google.com/file/d/1ok1fpoeFUhzIemyStR6OlbLFDCjErYnI/view?usp=drive_link
Arctic Preservation Visitor Center - Pitch Video,,https://vimeo.com/267549346,2018-05-02T08:42:23+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/267549346,https://player.vimeo.com/progressive_redirect/download/267549346/container/e410784f-4de3-4e60-a9d5-1fadce9ac512/5c3207a1/arctic_preservation_visitor_center_-_pitch_video%20%28Original%29.mp4?expires=1703199230&loc=external&oauth2_token_id=1753668412&signature=3f6c9c72fdc4079e02013fbc58be842b70710ae595b21ab3d49b09d720a479cc,https://drive.google.com/file/d/1_AupNhedO-q0gmn5mYZ0aoPLJkCK95MA/view?usp=drive_link
main_long,,https://vimeo.com/896851312,2023-12-21T11:35:54+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/896851312,https://player.vimeo.com/progressive_redirect/download/896851312/container/6835c696-8861-4626-bb96-ad848d3c5b07/83e4d396/main_long%20%28Original%29.mp4?expires=1703256726&loc=external&oauth2_token_id=1753668412&signature=6cd869ad94a4fbd5701b5399d03264bbb245a23dd6d314df4ac2a25a694a8fa4,https://drive.google.com/file/d/16J9YelLrNizQj8sKz3GTW2UYMn-k8FsP/view?usp=drive_link
Arctic Preservation Visitor Center - Pitch Video (2018_04_26),,https://vimeo.com/266689765,2018-04-26T13:51:35+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/266689765,https://player.vimeo.com/progressive_redirect/download/266689765/container/e77a6d96-8584-4483-9dc4-645b918a8a3d/593793d2/arctic_preservation_visitor_center_-_pitch_video_%282018_04_26%29%20%281080p%29.mp4?expires=1703258494&loc=external&oauth2_token_id=1753668412&signature=4dd900b679b405f674ccbfc8435d305f4cf58c190741701736ff31b7966854d7,https://drive.google.com/file/d/1nI8NQi83Z7nG4dZY-KHUGI7uDVM3zI40/view?usp=drive_link
Noah_about_designers,Inspiration for quotation,https://vimeo.com/250420058,2018-01-10T10:23:30+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/250420058,https://player.vimeo.com/progressive_redirect/download/250420058/container/b61f2a10-6362-4409-a7b8-0b5f8fda5d74/5c2e3dec/noah_about_designers%20%28Original%29.mov?expires=1703258572&loc=external&oauth2_token_id=1753668412&signature=5183b32ba7866980b591d0060a18a6831ddec30384e12adb238cd70d90be07a9,https://drive.google.com/file/d/1zUUoejDNxXUJfYXk7i5cTNMMHjuscpHJ/view?usp=drive_link
Anne_Interview,,https://vimeo.com/244212176,2017-11-23T14:18:52+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/244212176,https://player.vimeo.com/progressive_redirect/download/244212176/container/9e7464eb-1ecb-4013-92f5-4c3e90c01363/18841884/anne_interview%20%28Original%29.mp4?expires=1703258715&loc=external&oauth2_token_id=1753668412&signature=65b15e775362edd85db32b51b6dd0a4598a07b1867fa381748a7a3b566e0d4cf,https://drive.google.com/file/d/1r-l6atxalqvxciO1lctibe4J92-mJhPh/view?usp=drive_link
"Queen Maud's Album - Royal Palace, Oslo","Queen Maud's Album is 2 a year long exhibit that opened in July 2017 as part of the new Queen Sonja ""Art Stable"" at the Royal Palace in Oslo, Norway. King Harald V and Queen Sonja transformed the Royal Stables into an art gallery that will have new exhibits on display each year.

Tellart, in partnership with the National Museum of Art, Architecture and Design, Oslo and the Royal Collections Team created the Queen Maud's Album exhibit as a gift from the Norwegian Government to the King and Queen, on the occasion of their 80th birthdays. The exhibit is in honor of Queen Maud who along with Queen Sonja are the only two queens to rule Norway since the country's independence in 1905. Queen Maud's Album explores her majesty's visual universe during her reign from over 44 albums of photographic archives she left.

The exhibit is installed in the Royal Stables' Hay Tower and features photographs with Queen Maud both in front of and behind the camera. Queen Maud was a passionate equestrian who expanded and remodeled the Royal Stables from 1908-1911, which remains the current design today. The exhibit showcases six themes highlighting Queen Maud's life and work: The Coronation, The Joys of Winter, The Gala, Riding, In Merry Company, and Summer Life.

Each theme is introduced by a 3D scanned rendering of one of Queen Maud's fashion ensembles, accompanied by numerous photographs exploring the corresponding theme. The costumes were scanned using a technique called Photogrammetry, which allowed the digitizations to showcase the intricate and beautiful details of the historic wardrobe. In the exhibit experience, the digitized costumes and photographs are projected in 4K on a large screen accompanied by 11.1 surround sound.


Credits:

Tellart - concept, design and direction
in collaboration with the National Museum and The Royal Collections

National Museum of Art, Architecture and Design
Hilde Herming - project manager
Anne Qvale - curatorial team
Jahn-Fredrik Sjøvik - technical adviser
Anniken Thue - artistic adviser
Per Odd Bakke - project owner

The Royal Collections
Ingeborg Lønning - curatorial team
Jan Haug - curatorial team

Extended project team National Museum
Sissel Myhrvold - conservator
Annar Bjørgli - photographer
Vidar Ibenfeldt - photography archivist
Thea Tønnesen - photography archivist
Eva Amine Wold Engeset - communications adviser

Extended project team Tellart
Woodblock - animation
Henrik Skram - composer
Idee und Klang - sound design
Mark Florquin - photogrammetry
Neumann & Müller - av consultant
Bright - av consultant

Snøhetta
Henrik Haugan - brochure design",https://vimeo.com/241876424,2017-11-08T14:27:46+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/241876424,"https://player.vimeo.com/progressive_redirect/download/241876424/container/44ebede5-bc12-4161-b77d-87195838f068/e79fc55a/queen_maud%27s_album_-_royal_palace,_oslo%20%28Original%29.mp4?expires=1703259053&loc=external&oauth2_token_id=1753668412&signature=59e0ca757002690349eb81d11edde4be66d0b817cb85258479ad6b10bb48d39d",https://drive.google.com/file/d/12pvNma1tzlI00wIFPZAxekqFz3RIpPp4/view?usp=drive_link
MGH | RISD ID + Tellart,Matt Cottam and Jasper Speicher from Tellart were the faculty for an 18month long design project to build a lifelike combat casualty with Massachusetts General Hospital's Ryan Bardsley and other members of the simulation center there.,https://vimeo.com/235916790,2017-09-28T14:04:18+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/235916790,https://player.vimeo.com/progressive_redirect/download/235916790/container/11c513c9-01a2-4124-922e-8010ef9a088b/51f1bc0c/mgh_%7C_risd_id_+_tellart%20%28Original%29.mov?expires=1703259276&loc=external&oauth2_token_id=1753668412&signature=da0c86d8d2fe534f513dd931a4a588beca44a0e0fed8e15818b58fcb9673d291,https://drive.google.com/file/d/1q4K3XtQbTeDwZPoPeOh8tw9DM8KH1z0k/view?usp=drive_link
170927_Maud_web_roughcut,,https://vimeo.com/235719038,2017-09-27T11:08:09+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/235719038,https://player.vimeo.com/progressive_redirect/download/235719038/container/97ae042f-5445-4565-9ffc-fe1cc47b9c45/c0139f0b/170927_maud_web_roughcut%20%28Original%29.mp4?expires=1703259443&loc=external&oauth2_token_id=1753668412&signature=fd50a6650fcdd3a6c9eca9c07f58356cdcf29aa810db4aeea0c93cb07ba4d590,https://drive.google.com/file/d/1bwCrEFvytD2F3YhmRd1Wo-CCtehAaz3g/view?usp=drive_link
Queen Maud's Album,The Riding Costume,https://vimeo.com/231875770,2017-08-31T14:20:16+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/231875770,https://player.vimeo.com/progressive_redirect/download/231875770/container/ff410378-4880-4800-acf8-4e34bcd0431d/c4ee1f0f/queen_maud%27s_album%20%28Original%29.mp4?expires=1703259620&loc=external&oauth2_token_id=1753668412&signature=dd0dbb0b4cfb0d29a9e1eda48a4e4c0224c9f4ba990627ad9a73dd83d3d65193,https://drive.google.com/file/d/1FO4KnK0xUNpmrl9I2x7WtcBA0mpyCYRW/view?usp=drive_link
DIA Anim Basis Rough,,https://vimeo.com/228255806,2017-08-03T17:49:58+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/228255806,https://player.vimeo.com/progressive_redirect/download/228255806/container/9bf4dd3e-e334-4c14-b450-52903502fee5/d308a706/dia_anim_basis_rough%20%28Original%29.mp4?expires=1703259648&loc=external&oauth2_token_id=1753668412&signature=b50aa61c87117dc6085a97fc5f0d88249013d5f01950b3db770a9436f0a5a81c,https://drive.google.com/file/d/1AT1F9DhmF7QkgG6CTkeRw_yA__aoocJV/view?usp=drive_link
MOTF–Website Intro,,https://vimeo.com/219852555,2017-06-01T14:00:56+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/219852555,https://player.vimeo.com/progressive_redirect/download/219852555/container/05e0a917-6f9a-47f2-8337-25ab0afe5e96/36af0285/motf%E2%80%93website_intro%20%28Original%29.mp4?expires=1703259739&loc=external&oauth2_token_id=1753668412&signature=f808210e1aaea9ad34e1fa035f6876cbafa359d33888bf56ea1b041471ffb098,https://drive.google.com/file/d/1G3b-PF4RX54K1-BdAN4eEBQZb8EYxxbs/view?usp=drive_link
MOTF–Website Manifesto,,https://vimeo.com/219852553,2017-06-01T14:00:56+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/219852553,https://player.vimeo.com/progressive_redirect/download/219852553/container/03c0145f-aa88-43db-96bf-9233c96c9622/87cadf1b/motf%E2%80%93website_manifesto%20%28Original%29.mp4?expires=1703259917&loc=external&oauth2_token_id=1753668412&signature=db2f471d8d116840bcf289b1f8dced9094a27a1c4e8c315c6a82d21be2d3e856,https://drive.google.com/file/d/113Kh3grtwQ1xGXJCF5Q29HW5j0cvOOZX/view?usp=drive_link
MOTF–Website Manifesto (OLD),,https://vimeo.com/219839182,2017-06-01T12:20:07+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/219839182,https://player.vimeo.com/progressive_redirect/download/219839182/container/33d478a0-85b3-4521-adb4-df68b6b3d0f3/135500f2/motf%E2%80%93website_manifesto_%28old%29%20%28Original%29.mp4?expires=1703259995&loc=external&oauth2_token_id=1753668412&signature=9c178a1c24b1caf350b3db749c23ddd704e5a5d478df2274aacc94c16b297aad,https://drive.google.com/file/d/1VKp46R9-1KgRyDbNevFEfiIiAhebkuBl/view?usp=drive_link
MOTF–Website Shelter,,https://vimeo.com/219839125,2017-06-01T12:19:35+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/219839125,https://player.vimeo.com/progressive_redirect/download/219839125/container/753599aa-a380-4e9d-934f-e8cb0480fe0f/e929a395/motf%E2%80%93website_shelter%20%28Original%29.mp4?expires=1703260078&loc=external&oauth2_token_id=1753668412&signature=4548ef657028acb500d8c42726008899c513c35a5ed30bc49740478989fd01c3,https://drive.google.com/file/d/1NvEjzNJzuV15n4qWViWvdPgd8zlSWxwU/view?usp=drive_link
MOTF–Website Food,,https://vimeo.com/219839030,2017-06-01T12:18:42+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/219839030,https://player.vimeo.com/progressive_redirect/download/219839030/container/bf9bd21d-1816-4439-991e-d0f3d36c04cc/dc7fd102/motf%E2%80%93website_food%20%28Original%29.mp4?expires=1703260155&loc=external&oauth2_token_id=1753668412&signature=f3663a50d45ddfec344688ce90683887cc11228a06ceffbbd06f4c8b8159bce0,https://drive.google.com/file/d/1zZi99pb2PZn9SiFTdrpmDsMjjVm-adux/view?usp=drive_link
MOTF–Website Water,,https://vimeo.com/219838946,2017-06-01T12:17:58+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/219838946,https://player.vimeo.com/progressive_redirect/download/219838946/container/a99e43c4-faa4-44f6-9449-e4ac4230559a/5db61c50/motf%E2%80%93website_water%20%28Original%29.mp4?expires=1703260442&loc=external&oauth2_token_id=1753668412&signature=7bd866c32cf3b018826942e36d9e7f2180ac8dde42e39155953032cc100e125f,https://drive.google.com/file/d/19XRcFpR5i_38jIUwE23j2cBiwhPwfZh3/view?usp=drive_link
MOTF17–Website Intro (OLD),,https://vimeo.com/219838789,2017-06-01T12:16:41+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/219838789,https://player.vimeo.com/progressive_redirect/download/219838789/container/f856d600-b777-4e5a-a7d0-7f0add2cb0ca/4115c407/motf17%E2%80%93website_intro_%28old%29%20%28Original%29.mp4?expires=1703260952&loc=external&oauth2_token_id=1753668412&signature=bd6168ad0b3f40dbe47d4159ba9233d81533aa5d3c7322d34632805d2e44b61f,https://drive.google.com/file/d/1uq0cvGse_Uas2uwgapiaMmGEJsN7x0a-/view?usp=drive_link
H CAMPUS,,https://vimeo.com/215932624,2017-05-04T01:01:48+00:00,8,,0,"['Obsedian', 'Tellart.com Web Content', 'Samples', 'Tellart Video Samples', 'Project Boundary', 'Physics Classes', 'Tellart Capabilities', 'Concepts for the MOO Booth']","[None, None, None, None, None, 'Two teachers came to Tellart to give us two wonderful classes to refresh our basic knowledge about physics.', ""Videos showing Tellart's capabilities through client projects, workshops/courses, and R&D initiatives."", '©Tellart LLC, 2009']",[],[],/videos/215932624,https://player.vimeo.com/progressive_redirect/download/215932624/container/4def3b37-a053-449d-a3f2-b87d471c9080/475f9c1d/h_campus%20%28Original%29.mp4?expires=1703262912&loc=external&oauth2_token_id=1753668412&signature=9b519192f338c46470e28251693de1f5b97d2e3a67cab6604a93492c47b999b4,https://drive.google.com/file/d/1kmjHiv4vrJJFw3kRD2jTQWgCR2iwmNut/view?usp=drive_link
